kind	index	file	estimate	walltime	schedule_class	command
defense	17	defense/defense_017_convnet_fc_dog_bird_b0_01_friends_dpp_std.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="fc" BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	18	defense/defense_018_convnet_fc_dog_bird_b0_02_friends_random_std.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="fc" BUDGETS=0.02 SELS=random SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	19	defense/defense_019_convnet_fc_dog_bird_b0_02_friends_ours_std.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="fc" BUDGETS=0.02 SELS=ours SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	20	defense/defense_020_convnet_fc_dog_bird_b0_02_friends_dpp_std.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="fc" BUDGETS=0.02 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	21	defense/defense_021_convnet_fc_dog_bird_b0_01_friends_ours_j.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="fc" BUDGETS=0.01 SELS=ours SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	22	defense/defense_022_convnet_fc_dog_bird_b0_01_friends_dpp_j.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="fc" BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	23	defense/defense_023_convnet_fc_dog_bird_b0_02_friends_ours_j.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="fc" BUDGETS=0.02 SELS=ours SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	24	defense/defense_024_convnet_fc_dog_bird_b0_02_friends_dpp_j.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="fc" BUDGETS=0.02 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	25	defense/defense_025_convnet_gradmatch_dog_bird_b0_02_friends_random_std.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="gradmatch" BUDGETS=0.02 SELS=random SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	26	defense/defense_026_convnet_gradmatch_dog_bird_b0_02_friends_dpp_std.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="gradmatch" BUDGETS=0.02 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	27	defense/defense_027_convnet_sapa_dog_bird_b0_02_friends_random_std.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="sapa" TARGET_SELECT=70 BUDGETS=0.02 SELS=random SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	28	defense/defense_028_convnet_sapa_dog_bird_b0_02_friends_dpp_std.sh	0-01:30:00	0-02:15:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ConvNetBN" ATTACK="sapa" TARGET_SELECT=70 BUDGETS=0.02 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	29	defense/defense_029_resnet20_fc_dog_bird_b0_01_epic_ours_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="fc" BUDGETS=0.01 SELS=ours DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	30	defense/defense_030_resnet20_fc_dog_bird_b0_01_epic_dpp_j.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="fc" BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	31	defense/defense_031_resnet20_gradmatch_dog_bird_b0_002_epic_dpp_j.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="gradmatch" BUDGETS=0.002 SELS=dpp SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	32	defense/defense_032_resnet20_gradmatch_dog_bird_b0_01_epic_random_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="gradmatch" BUDGETS=0.01 SELS=random SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	33	defense/defense_033_resnet20_gradmatch_dog_bird_b0_01_epic_dpp_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="gradmatch" BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	34	defense/defense_034_resnet20_sapa_dog_bird_b0_01_epic_random_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="sapa" TARGET_SELECT=14 BUDGETS=0.01 SELS=random SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	35	defense/defense_035_resnet20_sapa_dog_bird_b0_01_epic_dpp_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="sapa" TARGET_SELECT=14 BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	36	defense/defense_036_resnet20_fc_dog_bird_b0_01_friends_ours_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="fc" BUDGETS=0.01 SELS=ours DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	37	defense/defense_037_resnet20_fc_dog_bird_b0_01_friends_dpp_j.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="fc" BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	38	defense/defense_038_resnet20_gradmatch_dog_bird_b0_002_friends_dpp_j.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="gradmatch" BUDGETS=0.002 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	39	defense/defense_039_resnet20_gradmatch_dog_bird_b0_01_friends_random_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="gradmatch" BUDGETS=0.01 SELS=random SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	40	defense/defense_040_resnet20_gradmatch_dog_bird_b0_01_friends_dpp_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="gradmatch" BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	41	defense/defense_041_resnet20_sapa_dog_bird_b0_01_friends_random_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="sapa" TARGET_SELECT=14 BUDGETS=0.01 SELS=random SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	42	defense/defense_042_resnet20_sapa_dog_bird_b0_01_friends_dpp_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="ResNet20BN" ATTACK="sapa" TARGET_SELECT=14 BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	43	defense/defense_043_vgg13_gradmatch_dog_bird_b0_005_epic_random_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="gradmatch" BUDGETS=0.005 SELS=random SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	44	defense/defense_044_vgg13_gradmatch_dog_bird_b0_005_epic_dpp_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="gradmatch" BUDGETS=0.005 SELS=dpp SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	45	defense/defense_045_vgg13_gradmatch_dog_bird_b0_01_epic_random_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="gradmatch" BUDGETS=0.01 SELS=random SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	46	defense/defense_046_vgg13_gradmatch_dog_bird_b0_01_epic_dpp_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="gradmatch" BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	47	defense/defense_047_vgg13_gradmatch_dog_bird_b0_005_epic_dpp_j.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="gradmatch" BUDGETS=0.005 SELS=dpp SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	48	defense/defense_048_vgg13_sapa_dog_bird_b0_005_epic_random_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="sapa" TARGET_SELECT=50 BUDGETS=0.005 SELS=random SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	49	defense/defense_049_vgg13_sapa_dog_bird_b0_005_epic_dpp_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="sapa" TARGET_SELECT=50 BUDGETS=0.005 SELS=dpp SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	50	defense/defense_050_vgg13_sapa_dog_bird_b0_01_epic_random_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="sapa" TARGET_SELECT=50 BUDGETS=0.01 SELS=random SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	51	defense/defense_051_vgg13_sapa_dog_bird_b0_01_epic_dpp_std.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="sapa" TARGET_SELECT=50 BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	52	defense/defense_052_vgg13_sapa_dog_bird_b0_005_epic_dpp_j.sh	0-02:15:00	0-03:00:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="sapa" TARGET_SELECT=50 BUDGETS=0.005 SELS=dpp SEL_ALPHA=2.0 DEFENSES="epic" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	53	defense/defense_053_vgg13_gradmatch_dog_bird_b0_005_friends_random_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="gradmatch" BUDGETS=0.005 SELS=random SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	54	defense/defense_054_vgg13_gradmatch_dog_bird_b0_005_friends_dpp_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="gradmatch" BUDGETS=0.005 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	55	defense/defense_055_vgg13_gradmatch_dog_bird_b0_01_friends_random_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="gradmatch" BUDGETS=0.01 SELS=random SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	56	defense/defense_056_vgg13_gradmatch_dog_bird_b0_01_friends_dpp_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="gradmatch" BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	57	defense/defense_057_vgg13_gradmatch_dog_bird_b0_005_friends_dpp_j.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="gradmatch" BUDGETS=0.005 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	58	defense/defense_058_vgg13_sapa_dog_bird_b0_005_friends_random_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="sapa" TARGET_SELECT=50 BUDGETS=0.005 SELS=random SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	59	defense/defense_059_vgg13_sapa_dog_bird_b0_005_friends_dpp_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="sapa" TARGET_SELECT=50 BUDGETS=0.005 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	60	defense/defense_060_vgg13_sapa_dog_bird_b0_01_friends_random_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="sapa" TARGET_SELECT=50 BUDGETS=0.01 SELS=random SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	61	defense/defense_061_vgg13_sapa_dog_bird_b0_01_friends_dpp_std.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=0 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="sapa" TARGET_SELECT=50 BUDGETS=0.01 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
defense	62	defense/defense_062_vgg13_sapa_dog_bird_b0_005_friends_dpp_j.sh	0-02:00:00	0-02:45:00	standard	USE_JACOBIAN_SCORE=1 JACOBIAN_WEIGHT=1.0 JACOBIAN_BATCH_SIZE=64 CLASS_PAIR="dog-bird" MODEL="VGG13BN" ATTACK="sapa" TARGET_SELECT=50 BUDGETS=0.005 SELS=dpp SEL_ALPHA=2.0 DEFENSES="friends" NUM_TARGETS=7 NUM_VICTIMS=5 sh defense.sh
