index	account	attack	budget	victim_model	selector_model	K	targets	victims	craft_ensemble	num_surrogates	craft_steps	time_limit	run_name	job_file
178	aip-boyuwang	sapa	0.002	VGG13BN	VGG13BN	3	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K3_worst0.05_ce5_tgt50	job_178_sapa_b0002_vvgg_svgg_k3.sh
179	aip-boyuwang	sapa	0.002	VGG13BN	VGG13BN	10	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K10_worst0.05_ce5_tgt50	job_179_sapa_b0002_vvgg_svgg_k10.sh
180	aip-yiweilu	sapa	0.002	VGG13BN	VGG13BN	30	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K30_worst0.05_ce5_tgt50	job_180_sapa_b0002_vvgg_svgg_k30.sh
181	aip-boyuwang	sapa	0.005	ConvNetBN	ConvNetBN	1	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K1_worst0.05_ce5_tgt70	job_181_sapa_b0005_vconv_sconv_k1.sh
182	aip-boyuwang	sapa	0.005	ConvNetBN	ConvNetBN	3	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K3_worst0.05_ce5_tgt70	job_182_sapa_b0005_vconv_sconv_k3.sh
183	aip-yiweilu	sapa	0.005	ConvNetBN	ConvNetBN	10	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K10_worst0.05_ce5_tgt70	job_183_sapa_b0005_vconv_sconv_k10.sh
184	aip-boyuwang	sapa	0.005	ConvNetBN	ConvNetBN	30	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K30_worst0.05_ce5_tgt70	job_184_sapa_b0005_vconv_sconv_k30.sh
185	aip-boyuwang	sapa	0.005	ConvNetBN	ResNet20BN	1	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K1_worst0.05_ce5_tgt70	job_185_sapa_b0005_vconv_sr20_k1.sh
186	aip-yiweilu	sapa	0.005	ConvNetBN	ResNet20BN	3	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K3_worst0.05_ce5_tgt70	job_186_sapa_b0005_vconv_sr20_k3.sh
187	aip-boyuwang	sapa	0.005	ConvNetBN	ResNet20BN	10	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K10_worst0.05_ce5_tgt70	job_187_sapa_b0005_vconv_sr20_k10.sh
188	aip-boyuwang	sapa	0.005	ConvNetBN	ResNet20BN	30	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K30_worst0.05_ce5_tgt70	job_188_sapa_b0005_vconv_sr20_k30.sh
189	aip-yiweilu	sapa	0.005	ConvNetBN	VGG13BN	1	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K1_worst0.05_ce5_tgt70	job_189_sapa_b0005_vconv_svgg_k1.sh
190	aip-boyuwang	sapa	0.005	ConvNetBN	VGG13BN	3	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K3_worst0.05_ce5_tgt70	job_190_sapa_b0005_vconv_svgg_k3.sh
191	aip-boyuwang	sapa	0.005	ConvNetBN	VGG13BN	10	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K10_worst0.05_ce5_tgt70	job_191_sapa_b0005_vconv_svgg_k10.sh
192	aip-yiweilu	sapa	0.005	ConvNetBN	VGG13BN	30	10	6	5	30	250	0-03:10:00	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K30_worst0.05_ce5_tgt70	job_192_sapa_b0005_vconv_svgg_k30.sh
193	aip-boyuwang	sapa	0.005	ResNet20BN	ConvNetBN	1	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K1_worst0.05_ce5_tgt14	job_193_sapa_b0005_vr20_sconv_k1.sh
194	aip-boyuwang	sapa	0.005	ResNet20BN	ConvNetBN	3	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K3_worst0.05_ce5_tgt14	job_194_sapa_b0005_vr20_sconv_k3.sh
195	aip-yiweilu	sapa	0.005	ResNet20BN	ConvNetBN	10	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K10_worst0.05_ce5_tgt14	job_195_sapa_b0005_vr20_sconv_k10.sh
196	aip-boyuwang	sapa	0.005	ResNet20BN	ConvNetBN	30	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K30_worst0.05_ce5_tgt14	job_196_sapa_b0005_vr20_sconv_k30.sh
197	aip-boyuwang	sapa	0.005	ResNet20BN	ResNet20BN	1	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K1_worst0.05_ce5_tgt14	job_197_sapa_b0005_vr20_sr20_k1.sh
198	aip-yiweilu	sapa	0.005	ResNet20BN	ResNet20BN	3	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K3_worst0.05_ce5_tgt14	job_198_sapa_b0005_vr20_sr20_k3.sh
199	aip-boyuwang	sapa	0.005	ResNet20BN	ResNet20BN	10	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K10_worst0.05_ce5_tgt14	job_199_sapa_b0005_vr20_sr20_k10.sh
200	aip-boyuwang	sapa	0.005	ResNet20BN	ResNet20BN	30	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K30_worst0.05_ce5_tgt14	job_200_sapa_b0005_vr20_sr20_k30.sh
201	aip-yiweilu	sapa	0.005	ResNet20BN	VGG13BN	1	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K1_worst0.05_ce5_tgt14	job_201_sapa_b0005_vr20_svgg_k1.sh
202	aip-boyuwang	sapa	0.005	ResNet20BN	VGG13BN	3	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K3_worst0.05_ce5_tgt14	job_202_sapa_b0005_vr20_svgg_k3.sh
203	aip-boyuwang	sapa	0.005	ResNet20BN	VGG13BN	10	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K10_worst0.05_ce5_tgt14	job_203_sapa_b0005_vr20_svgg_k10.sh
204	aip-yiweilu	sapa	0.005	ResNet20BN	VGG13BN	30	10	6	5	30	250	0-03:50:00	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K30_worst0.05_ce5_tgt14	job_204_sapa_b0005_vr20_svgg_k30.sh
205	aip-boyuwang	sapa	0.005	VGG13BN	ConvNetBN	1	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K1_worst0.05_ce5_tgt50	job_205_sapa_b0005_vvgg_sconv_k1.sh
206	aip-boyuwang	sapa	0.005	VGG13BN	ConvNetBN	3	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K3_worst0.05_ce5_tgt50	job_206_sapa_b0005_vvgg_sconv_k3.sh
207	aip-yiweilu	sapa	0.005	VGG13BN	ConvNetBN	10	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K10_worst0.05_ce5_tgt50	job_207_sapa_b0005_vvgg_sconv_k10.sh
208	aip-boyuwang	sapa	0.005	VGG13BN	ConvNetBN	30	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K30_worst0.05_ce5_tgt50	job_208_sapa_b0005_vvgg_sconv_k30.sh
209	aip-boyuwang	sapa	0.005	VGG13BN	ResNet20BN	1	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K1_worst0.05_ce5_tgt50	job_209_sapa_b0005_vvgg_sr20_k1.sh
210	aip-yiweilu	sapa	0.005	VGG13BN	ResNet20BN	3	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K3_worst0.05_ce5_tgt50	job_210_sapa_b0005_vvgg_sr20_k3.sh
211	aip-boyuwang	sapa	0.005	VGG13BN	ResNet20BN	10	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K10_worst0.05_ce5_tgt50	job_211_sapa_b0005_vvgg_sr20_k10.sh
212	aip-boyuwang	sapa	0.005	VGG13BN	ResNet20BN	30	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K30_worst0.05_ce5_tgt50	job_212_sapa_b0005_vvgg_sr20_k30.sh
213	aip-yiweilu	sapa	0.005	VGG13BN	VGG13BN	1	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K1_worst0.05_ce5_tgt50	job_213_sapa_b0005_vvgg_svgg_k1.sh
214	aip-boyuwang	sapa	0.005	VGG13BN	VGG13BN	3	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K3_worst0.05_ce5_tgt50	job_214_sapa_b0005_vvgg_svgg_k3.sh
215	aip-boyuwang	sapa	0.005	VGG13BN	VGG13BN	10	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K10_worst0.05_ce5_tgt50	job_215_sapa_b0005_vvgg_svgg_k10.sh
216	aip-yiweilu	sapa	0.005	VGG13BN	VGG13BN	30	10	6	5	30	250	0-03:50:00	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K30_worst0.05_ce5_tgt50	job_216_sapa_b0005_vvgg_svgg_k30.sh
