dataset,model,class_pair,target_idx,selector,selector_label,poison_rho,train_set_size,candidate_count,requested_m,candidate_fraction,budget_valid,invalid_reason,overlap,overlap_at_m,jaccard_at_m,spearman_exact_top_m,spearman_selected_union,random_expected_overlap_at_m
CIFAR10,VGG13BN,frog-airplane,2264,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.9526820446820449,-0.9834532349344544,0.2
CIFAR10,VGG13BN,frog-airplane,2264,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,953,0.953,0.9102196752626552,0.9526820446820449,0.9524084003550327,0.2
CIFAR10,VGG13BN,frog-airplane,2264,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,1175,0.5875,0.415929203539823,0.28075942768985696,-0.02661744994163474,0.4
CIFAR10,VGG13BN,frog-airplane,2264,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1369,0.6845,0.5203344735841885,0.7104109581027396,0.4645135601981013,0.4
CIFAR10,VGG13BN,frog-airplane,2264,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1982,0.991,0.9821605550049554,0.9991222031545633,0.9990961849385949,0.4
CIFAR10,VGG13BN,frog-airplane,2264,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,2,0.001,0.0005002501250625312,-0.9824632016158005,-0.9907782438996201,0.4
CIFAR10,VGG13BN,frog-airplane,2264,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,5000,2000,0.4,True,,1952,0.976,0.953125,0.9824632016158005,0.9827166624138745,0.4
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.001,50000,5000,50,0.01,True,,1,0.02,0.010101010101010102,-0.03279711884753902,-0.7463203463203463,0.01
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.001,50000,5000,50,0.01,True,,43,0.86,0.7543859649122807,0.9627370948379351,0.9232564169043298,0.01
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.001,50000,5000,50,0.01,True,,49,0.98,0.9607843137254902,0.9980792316926771,0.9977375565610859,0.01
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,5000,50,0.01,True,,0,0.0,0.0,-0.7835294117647059,-0.9714851485148513,0.01
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,5000,50,0.01,True,,39,0.78,0.639344262295082,0.7835294117647059,0.6916446324695927,0.01
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.002,50000,5000,100,0.02,True,,4,0.04,0.02040816326530612,0.14049804980498046,-0.7176087147080621,0.02
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.002,50000,5000,100,0.02,True,,86,0.86,0.7543859649122807,0.9158475847584758,0.8413154857131286,0.02
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.002,50000,5000,100,0.02,True,,99,0.99,0.9801980198019802,0.9991959195919591,0.9991729761211414,0.02
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,5000,100,0.02,True,,0,0.0,0.0,-0.8023642364236422,-0.9671911797794945,0.02
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,5000,100,0.02,True,,78,0.78,0.639344262295082,0.8023642364236422,0.7402427458768559,0.02
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.005,50000,5000,250,0.05,True,,37,0.148,0.07991360691144708,0.08174607593721499,-0.6070523001240957,0.05
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.005,50000,5000,250,0.05,True,,202,0.808,0.6778523489932886,0.8637200595209523,0.788162426038119,0.05
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.005,50000,5000,250,0.05,True,,250,1.0,1.0,0.999410934574953,0.999410934574953,0.05
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,5000,250,0.05,True,,0,0.0,0.0,-0.8261273940383045,-0.9556925172336113,0.05
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,5000,250,0.05,True,,220,0.88,0.7857142857142857,0.8261273940383045,0.7937588489649103,0.05
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.01,50000,5000,500,0.1,True,,113,0.226,0.1273957158962796,0.21953444613778453,-0.5068026855279902,0.1
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.01,50000,5000,500,0.1,True,,364,0.728,0.5723270440251572,0.8477668150672603,0.650370844428191,0.1
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.01,50000,5000,500,0.1,True,,497,0.994,0.9880715705765407,0.9996365425461701,0.9996360293937382,0.1
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,5000,500,0.1,True,,0,0.0,0.0,-0.8890992043968176,-0.9478580199819941,0.1
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,5000,500,0.1,True,,442,0.884,0.7921146953405018,0.8890992043968176,0.865929401836718,0.1
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.02,50000,5000,1000,0.2,True,,382,0.382,0.2360939431396786,0.196009024009024,-0.3335530283446042,0.2
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.02,50000,5000,1000,0.2,True,,700,0.7,0.5384615384615384,0.7792571872571873,0.5478583469348435,0.2
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.02,50000,5000,1000,0.2,True,,998,0.998,0.9960079840319361,0.9998282708277557,0.9998288438203096,0.2
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,5000,1000,0.2,True,,0,0.0,0.0,-0.9332995052995054,-0.9681601305617714,0.2
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,5000,1000,0.2,True,,941,0.941,0.8885741265344664,0.9332995052995054,0.9341015883402154,0.2
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.04,50000,5000,2000,0.4,True,,1115,0.5575,0.38648180242634317,0.25949681287420323,-0.08423465043410863,0.4
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.04,50000,5000,2000,0.4,True,,1388,0.694,0.5313935681470138,0.7390290077572519,0.49822834458461007,0.4
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.04,50000,5000,2000,0.4,True,,1996,0.998,0.9960079840319361,0.9999136419781514,0.9999128862067386,0.4
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,5000,2000,0.4,True,,0,0.0,0.0,-0.9772597393149348,-0.9939452234214422,0.4
CIFAR10,VGG13BN,frog-airplane,6481,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,5000,2000,0.4,True,,1952,0.976,0.953125,0.9772597393149348,0.9778693228350456,0.4
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.001,50000,500,50,0.1,True,,22,0.44,0.28205128205128205,-0.3190876350540216,-0.37619342682633816,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.001,50000,500,50,0.1,True,,33,0.66,0.4925373134328358,0.23457382953181274,0.13540585840849234,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.001,50000,500,50,0.1,True,,50,1.0,1.0,0.9935654261704682,0.9935654261704682,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,500,50,0.1,True,,0,0.0,0.0,-0.5411284513805522,-0.9403868598507967,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,500,50,0.1,True,,43,0.86,0.7543859649122807,0.5411284513805522,0.5313067150635209,0.1
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.002,50000,500,100,0.2,True,,47,0.47,0.30718954248366015,0.16279627962796275,-0.14813102274402584,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.002,50000,500,100,0.2,True,,68,0.68,0.5151515151515151,0.5828022802280227,0.37997318069636266,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.002,50000,500,100,0.2,True,,99,0.99,0.9801980198019802,0.9982838283828381,0.9982527664531158,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,500,100,0.2,True,,0,0.0,0.0,-0.791155115511551,-0.9713593982447988,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,500,100,0.2,True,,87,0.87,0.7699115044247787,0.791155115511551,0.7872696120833057,0.2
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.005,50000,500,250,0.5,True,,191,0.764,0.6181229773462783,0.2345966495463927,0.14411069669447368,0.5
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.005,50000,500,250,0.5,True,,204,0.816,0.6891891891891891,0.5878915182642922,0.5205282323926391,0.5
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.005,50000,500,250,0.5,True,,249,0.996,0.9920318725099602,0.9992110592254893,0.9992067917296313,0.5
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,500,250,0.5,True,,12,0.048,0.02459016393442623,-0.9041489943839102,-0.9829636469705777,0.5
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,500,250,0.5,True,,238,0.952,0.9083969465648855,0.9041489943839102,0.9032905397357921,0.5
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.6941480565922263,0.6941480565922263,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.840940707762831,0.840940707762831,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.9998202392723297,0.9998202392723297,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,500,500,1.0,True,,500,1.0,1.0,-0.981284412688477,-0.981284412688477,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.981284412688477,0.981284412688477,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta0,GRAFT (\beta=0),0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8354,beta1,GRAFT+ (\beta=1),0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8354,A,Backbone alignment A,0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8354,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.001,50000,500,50,0.1,True,,12,0.24,0.13636363636363635,-0.23937575030012,-0.5808002536014936,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.001,50000,500,50,0.1,True,,32,0.64,0.47058823529411764,0.38247298919567824,0.24735656754590218,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.001,50000,500,50,0.1,True,,50,1.0,1.0,0.9978871548619447,0.9978871548619447,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,500,50,0.1,True,,0,0.0,0.0,-0.6049939975990395,-0.949138913891389,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,500,50,0.1,True,,43,0.86,0.7543859649122807,0.6049939975990395,0.5865309826289863,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.002,50000,500,100,0.2,True,,40,0.4,0.25,0.10925892589258926,-0.34707898746044763,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.002,50000,500,100,0.2,True,,64,0.64,0.47058823529411764,0.6280708070807081,0.33462621058155617,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.002,50000,500,100,0.2,True,,100,1.0,1.0,0.9992679267926792,0.9992679267926792,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,500,100,0.2,True,,0,0.0,0.0,-0.812085208520852,-0.9744003600090003,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,500,100,0.2,True,,87,0.87,0.7699115044247787,0.812085208520852,0.8169206201344069,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.005,50000,500,250,0.5,True,,181,0.724,0.567398119122257,0.2273896222339557,0.04708072100313479,0.5
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.005,50000,500,250,0.5,True,,200,0.8,0.6666666666666666,0.6451591225459606,0.5395304392271025,0.5
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.005,50000,500,250,0.5,True,,249,0.996,0.9920318725099602,0.9997127634042143,0.9997154240182127,0.5
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,500,250,0.5,True,,17,0.068,0.035196687370600416,-0.9191628666058657,-0.9846475584999191,0.5
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,500,250,0.5,True,,233,0.932,0.8726591760299626,0.9191628666058657,0.9228424911011387,0.5
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.6306769227076907,0.6306769227076907,1.0
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.827314509258037,0.827314509258037,1.0
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.999936063741187,0.999936063741187,1.0
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,500,500,1.0,True,,500,1.0,1.0,-0.983191868767475,-0.983191868767475,1.0
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.983191868767475,0.983191868767475,1.0
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta0,GRAFT (\beta=0),0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,5303,beta1,GRAFT+ (\beta=1),0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,5303,A,Backbone alignment A,0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,5303,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.001,50000,500,50,0.1,True,,18,0.36,0.21951219512195122,-0.23543817527010802,-0.5187470750209511,0.1
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.001,50000,500,50,0.1,True,,30,0.6,0.42857142857142855,0.3441536614645858,0.12585075671419824,0.1
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.001,50000,500,50,0.1,True,,49,0.98,0.9607843137254902,0.9968307322929171,0.9967420814479637,0.1
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,500,50,0.1,True,,0,0.0,0.0,-0.6003841536614647,-0.9477676200691325,0.1
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,500,50,0.1,True,,39,0.78,0.639344262295082,0.6003841536614647,0.5970914859862506,0.1
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.002,50000,500,100,0.2,True,,43,0.43,0.27388535031847133,0.188034803480348,-0.24321659151942152,0.2
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.002,50000,500,100,0.2,True,,67,0.67,0.5037593984962406,0.6292469246924691,0.32953652788688137,0.2
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.002,50000,500,100,0.2,True,,99,0.99,0.9801980198019802,0.9954515451545154,0.9955270821199765,0.2
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,500,100,0.2,True,,0,0.0,0.0,-0.801080108010801,-0.9725354280865562,0.2
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,500,100,0.2,True,,83,0.83,0.7094017094017094,0.801080108010801,0.7345756717469165,0.2
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.005,50000,500,250,0.5,True,,184,0.736,0.5822784810126582,0.24550319205107282,0.13181746443735826,0.5
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.005,50000,500,250,0.5,True,,204,0.816,0.6891891891891891,0.6379835837373398,0.5826413470481266,0.5
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.005,50000,500,250,0.5,True,,249,0.996,0.9920318725099602,0.9992335237363796,0.9992418895845191,0.5
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_high,Product (-M)RA · high first,0.005,50000,500,250,0.5,True,,13,0.052,0.026694045174537988,-0.9004955599289588,-0.9822501768883657,0.5
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_low,Product (-M)RA · low first,0.005,50000,500,250,0.5,True,,237,0.948,0.9011406844106464,0.9004955599289588,0.9082478633606254,0.5
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.6682246888987555,0.6682246888987555,1.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.847562910251641,0.847562910251641,1.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.9998108552388818,0.9998108552388818,1.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_high,Product (-M)RA · high first,0.01,50000,500,500,1.0,True,,500,1.0,1.0,-0.9813007327541488,-0.9813007327541488,1.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_low,Product (-M)RA · low first,0.01,50000,500,500,1.0,True,,500,1.0,1.0,0.9813007327541488,0.9813007327541488,1.0
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_high,Product (-M)RA · high first,0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_low,Product (-M)RA · low first,0.02,50000,500,1000,2.0,False,requested m=1000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta0,GRAFT (\beta=0),0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,1132,beta1,GRAFT+ (\beta=1),0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,1132,A,Backbone alignment A,0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_high,Product (-M)RA · high first,0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,1132,product_neg_MRA_low,Product (-M)RA · low first,0.04,50000,500,2000,4.0,False,requested m=2000 exceeds candidate pool N=500,0,nan,nan,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.001,50000,500,50,0.1,True,,14,0.28,0.16279069767441862,-0.08897959183673469,-0.5642435963960564,0.1
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.001,50000,500,50,0.1,True,,29,0.58,0.4084507042253521,0.48120048019207684,0.21998658618376926,0.1
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.001,50000,500,50,0.1,True,,50,1.0,1.0,0.9893397358943576,0.9893397358943576,0.1
CIFAR100,ResNet18BN,sea-willow_tree,7005,product_neg_MRA_high,Product (-M)RA · high first,0.001,50000,500,50,0.1,True,,0,0.0,0.0,-0.5914525810324129,-0.9463666366636663,0.1
CIFAR100,ResNet18BN,sea-willow_tree,7005,product_neg_MRA_low,Product (-M)RA · low first,0.001,50000,500,50,0.1,True,,37,0.74,0.5873015873015873,0.5914525810324129,0.5432027649769585,0.1
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.002,50000,500,100,0.2,True,,50,0.5,0.3333333333333333,0.02907890789078908,-0.3026854526867861,0.2
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.002,50000,500,100,0.2,True,,71,0.71,0.5503875968992248,0.5336333633363336,0.4018112701252237,0.2
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.002,50000,500,100,0.2,True,,98,0.98,0.9607843137254902,0.9965076507650764,0.996632749133898,0.2
CIFAR100,ResNet18BN,sea-willow_tree,7005,product_neg_MRA_high,Product (-M)RA · high first,0.002,50000,500,100,0.2,True,,0,0.0,0.0,-0.6973177317731774,-0.9591554788869723,0.2
CIFAR100,ResNet18BN,sea-willow_tree,7005,product_neg_MRA_low,Product (-M)RA · low first,0.002,50000,500,100,0.2,True,,83,0.83,0.7094017094017094,0.6973177317731774,0.6844250625665003,0.2
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta0,GRAFT (\beta=0),0.005,50000,500,250,0.5,True,,182,0.728,0.5723270440251572,0.29841079057264913,0.16680806617160981,0.5
CIFAR100,ResNet18BN,sea-willow_tree,7005,beta1,GRAFT+ (\beta=1),0.005,50000,500,250,0.5,True,,203,0.812,0.6835016835016835,0.681117457879326,0.5998063347056636,0.5
CIFAR100,ResNet18BN,sea-willow_tree,7005,A,Backbone alignment A,0.005,50000,500,250,0.5,True,,249,0.996,0.9920318725099602,0.9987932604604918,0.9987970022381136,0.5
