dataset,model,class_pair,target_idx,poison_rho,train_set_size,candidate_count,m,candidate_fraction,budget_valid,invalid_reason,hybrid_scale,method_left,method_right,intersection,overlap_fraction,jaccard
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.002,50000,500,100,0.2,True,,standardized,graft_plus,random,20.0,0.2,0.1111111111111111
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.002,50000,500,100,0.2,True,,standardized,random,random,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,exact,exact,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,exact,hybrid,184,0.736,0.5822784810126582
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,exact,graft,182,0.728,0.5723270440251572
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,exact,graft_plus,203,0.812,0.6835016835016835
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,exact,random,125.0,0.5,0.3333333333333333
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,hybrid,hybrid,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,hybrid,graft,173,0.692,0.5290519877675841
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,hybrid,graft_plus,183,0.732,0.5772870662460567
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,hybrid,random,125.0,0.5,0.3333333333333333
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,graft,graft,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,graft,graft_plus,227,0.908,0.8315018315018315
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,graft,random,125.0,0.5,0.3333333333333333
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,graft_plus,graft_plus,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,graft_plus,random,125.0,0.5,0.3333333333333333
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.005,50000,500,250,0.5,True,,standardized,random,random,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,exact,exact,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,exact,hybrid,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,exact,graft,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,exact,graft_plus,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,exact,random,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,hybrid,hybrid,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,hybrid,graft,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,hybrid,graft_plus,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,hybrid,random,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,graft,graft,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,graft,graft_plus,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,graft,random,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,graft_plus,graft_plus,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,graft_plus,random,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.01,50000,500,500,1.0,True,,standardized,random,random,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,exact,exact,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,exact,hybrid,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,exact,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,exact,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,exact,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,hybrid,hybrid,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,hybrid,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,hybrid,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,hybrid,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,graft,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,graft,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,graft,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,graft_plus,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,graft_plus,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,random,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,exact,exact,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,exact,hybrid,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,exact,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,exact,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,exact,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,hybrid,hybrid,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,hybrid,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,hybrid,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,hybrid,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,graft,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,graft,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,graft,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,graft_plus,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,graft_plus,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,7005,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,random,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,exact,exact,50.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,exact,hybrid,31,0.62,0.4492753623188406
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,exact,graft,19,0.38,0.2345679012345679
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,exact,graft_plus,34,0.68,0.5151515151515151
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,exact,random,5.0,0.1,0.05263157894736842
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,hybrid,hybrid,50.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,hybrid,graft,29,0.58,0.4084507042253521
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,hybrid,graft_plus,41,0.82,0.6949152542372882
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,hybrid,random,5.0,0.1,0.05263157894736842
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,graft,graft,50.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,graft,graft_plus,34,0.68,0.5151515151515151
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,graft,random,5.0,0.1,0.05263157894736842
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,graft_plus,graft_plus,50.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,graft_plus,random,5.0,0.1,0.05263157894736842
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.001,50000,500,50,0.1,True,,standardized,random,random,50.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,exact,exact,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,exact,hybrid,72,0.72,0.5625
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,exact,graft,46,0.46,0.2987012987012987
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,exact,graft_plus,75,0.75,0.6
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,exact,random,20.0,0.2,0.1111111111111111
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,hybrid,hybrid,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,hybrid,graft,58,0.58,0.4084507042253521
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,hybrid,graft_plus,81,0.81,0.680672268907563
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,hybrid,random,20.0,0.2,0.1111111111111111
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,graft,graft,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,graft,graft_plus,71,0.71,0.5503875968992248
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,graft,random,20.0,0.2,0.1111111111111111
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,graft_plus,graft_plus,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,graft_plus,random,20.0,0.2,0.1111111111111111
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.002,50000,500,100,0.2,True,,standardized,random,random,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,exact,exact,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,exact,hybrid,193,0.772,0.6286644951140065
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,exact,graft,191,0.764,0.6181229773462783
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,exact,graft_plus,213,0.852,0.7421602787456446
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,exact,random,125.0,0.5,0.3333333333333333
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,hybrid,hybrid,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,hybrid,graft,183,0.732,0.5772870662460567
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,hybrid,graft_plus,195,0.78,0.639344262295082
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,hybrid,random,125.0,0.5,0.3333333333333333
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,graft,graft,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,graft,graft_plus,226,0.904,0.8248175182481752
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,graft,random,125.0,0.5,0.3333333333333333
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,graft_plus,graft_plus,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,graft_plus,random,125.0,0.5,0.3333333333333333
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.005,50000,500,250,0.5,True,,standardized,random,random,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,exact,exact,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,exact,hybrid,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,exact,graft,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,exact,graft_plus,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,exact,random,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,hybrid,hybrid,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,hybrid,graft,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,hybrid,graft_plus,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,hybrid,random,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,graft,graft,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,graft,graft_plus,500,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,graft,random,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,graft_plus,graft_plus,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,graft_plus,random,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.01,50000,500,500,1.0,True,,standardized,random,random,500.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,exact,exact,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,exact,hybrid,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,exact,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,exact,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,exact,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,hybrid,hybrid,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,hybrid,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,hybrid,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,hybrid,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,graft,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,graft,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,graft,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,graft_plus,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,graft_plus,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.02,50000,500,1000,2.0,False,m=1000 exceeds candidate pool N=500,standardized,random,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,exact,exact,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,exact,hybrid,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,exact,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,exact,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,exact,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,hybrid,hybrid,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,hybrid,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,hybrid,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,hybrid,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,graft,graft,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,graft,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,graft,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,graft_plus,graft_plus,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,graft_plus,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,8030,0.04,50000,500,2000,4.0,False,m=2000 exceeds candidate pool N=500,standardized,random,random,nan,nan,nan
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,exact,exact,50.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,exact,hybrid,31,0.62,0.4492753623188406
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,exact,graft,18,0.36,0.21951219512195122
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,exact,graft_plus,34,0.68,0.5151515151515151
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,exact,random,5.0,0.1,0.05263157894736842
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,hybrid,hybrid,50.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,hybrid,graft,30,0.6,0.42857142857142855
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,hybrid,graft_plus,43,0.86,0.7543859649122807
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,hybrid,random,5.0,0.1,0.05263157894736842
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,graft,graft,50.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,graft,graft_plus,34,0.68,0.5151515151515151
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,graft,random,5.0,0.1,0.05263157894736842
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,graft_plus,graft_plus,50.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,graft_plus,random,5.0,0.1,0.05263157894736842
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.001,50000,500,50,0.1,True,,standardized,random,random,50.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,exact,exact,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,exact,hybrid,65,0.65,0.48148148148148145
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,exact,graft,43,0.43,0.27388535031847133
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,exact,graft_plus,67,0.67,0.5037593984962406
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,exact,random,20.0,0.2,0.1111111111111111
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,hybrid,hybrid,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,hybrid,graft,61,0.61,0.43884892086330934
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,hybrid,graft_plus,82,0.82,0.6949152542372882
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,hybrid,random,20.0,0.2,0.1111111111111111
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,graft,graft,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,graft,graft_plus,75,0.75,0.6
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,graft,random,20.0,0.2,0.1111111111111111
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,graft_plus,graft_plus,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,graft_plus,random,20.0,0.2,0.1111111111111111
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.002,50000,500,100,0.2,True,,standardized,random,random,100.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.005,50000,500,250,0.5,True,,standardized,exact,exact,250.0,1.0,1.0
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.005,50000,500,250,0.5,True,,standardized,exact,hybrid,190,0.76,0.6129032258064516
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.005,50000,500,250,0.5,True,,standardized,exact,graft,185,0.74,0.5873015873015873
CIFAR100,ResNet18BN,sea-willow_tree,6836,0.005,50000,500,250,0.5,True,,standardized,exact,graft_plus,208,0.832,0.7123287671232876
