index	file	K	budget	attack	selector	victim	method	run_name	estimate	walltime	command
364	cross_364_k1_sapa_b0_005_sresnet20_avgg13_random.sh	1	0.005	sapa	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchResNet20BN_K1_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
365	cross_365_k1_sapa_b0_005_svgg13_aconvnet_random.sh	1	0.005	sapa	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchVGG13BN_K1_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
366	cross_366_k1_sapa_b0_005_svgg13_aresnet20_random.sh	1	0.005	sapa	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchVGG13BN_K1_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
367	cross_367_k1_sapa_b0_005_svgg13_avgg13_random.sh	1	0.005	sapa	VGG13BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.005_eps8_seed42_K1_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
368	cross_368_k1_sapa_b0_005_sconvnet_aconvnet_greedy.sh	1	0.005	sapa	ConvNetBN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K1_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
369	cross_369_k1_sapa_b0_005_sconvnet_aresnet20_greedy.sh	1	0.005	sapa	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K1_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
370	cross_370_k1_sapa_b0_005_sconvnet_avgg13_greedy.sh	1	0.005	sapa	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K1_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
371	cross_371_k1_sapa_b0_005_sresnet20_aconvnet_greedy.sh	1	0.005	sapa	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K1_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
372	cross_372_k1_sapa_b0_005_sresnet20_aresnet20_greedy.sh	1	0.005	sapa	ResNet20BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K1_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
373	cross_373_k1_sapa_b0_005_sresnet20_avgg13_greedy.sh	1	0.005	sapa	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K1_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
374	cross_374_k1_sapa_b0_005_svgg13_aconvnet_greedy.sh	1	0.005	sapa	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K1_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
375	cross_375_k1_sapa_b0_005_svgg13_aresnet20_greedy.sh	1	0.005	sapa	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K1_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
376	cross_376_k1_sapa_b0_005_svgg13_avgg13_greedy.sh	1	0.005	sapa	VGG13BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K1_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
377	cross_377_k1_sapa_b0_005_sconvnet_aconvnet_dpp.sh	1	0.005	sapa	ConvNetBN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_K1_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
378	cross_378_k1_sapa_b0_005_sconvnet_aresnet20_dpp.sh	1	0.005	sapa	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K1_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
379	cross_379_k1_sapa_b0_005_sconvnet_avgg13_dpp.sh	1	0.005	sapa	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K1_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
380	cross_380_k1_sapa_b0_005_sresnet20_aconvnet_dpp.sh	1	0.005	sapa	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K1_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
381	cross_381_k1_sapa_b0_005_sresnet20_aresnet20_dpp.sh	1	0.005	sapa	ResNet20BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_K1_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
382	cross_382_k1_sapa_b0_005_sresnet20_avgg13_dpp.sh	1	0.005	sapa	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K1_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
383	cross_383_k1_sapa_b0_005_svgg13_aconvnet_dpp.sh	1	0.005	sapa	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K1_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
384	cross_384_k1_sapa_b0_005_svgg13_aresnet20_dpp.sh	1	0.005	sapa	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K1_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
385	cross_385_k1_sapa_b0_005_svgg13_avgg13_dpp.sh	1	0.005	sapa	VGG13BN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_K1_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
386	cross_386_k3_sapa_b0_005_sconvnet_aconvnet_random.sh	3	0.005	sapa	ConvNetBN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.005_eps8_seed42_K3_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
387	cross_387_k3_sapa_b0_005_sconvnet_aresnet20_random.sh	3	0.005	sapa	ConvNetBN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchConvNetBN_K3_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
388	cross_388_k3_sapa_b0_005_sconvnet_avgg13_random.sh	3	0.005	sapa	ConvNetBN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchConvNetBN_K3_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
389	cross_389_k3_sapa_b0_005_sresnet20_aconvnet_random.sh	3	0.005	sapa	ResNet20BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchResNet20BN_K3_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
390	cross_390_k3_sapa_b0_005_sresnet20_aresnet20_random.sh	3	0.005	sapa	ResNet20BN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.005_eps8_seed42_K3_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
391	cross_391_k3_sapa_b0_005_sresnet20_avgg13_random.sh	3	0.005	sapa	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchResNet20BN_K3_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
392	cross_392_k3_sapa_b0_005_svgg13_aconvnet_random.sh	3	0.005	sapa	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchVGG13BN_K3_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
393	cross_393_k3_sapa_b0_005_svgg13_aresnet20_random.sh	3	0.005	sapa	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchVGG13BN_K3_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
394	cross_394_k3_sapa_b0_005_svgg13_avgg13_random.sh	3	0.005	sapa	VGG13BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.005_eps8_seed42_K3_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
395	cross_395_k3_sapa_b0_005_sconvnet_aconvnet_greedy.sh	3	0.005	sapa	ConvNetBN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K3_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
396	cross_396_k3_sapa_b0_005_sconvnet_aresnet20_greedy.sh	3	0.005	sapa	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K3_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
397	cross_397_k3_sapa_b0_005_sconvnet_avgg13_greedy.sh	3	0.005	sapa	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchConvNetBN_K3_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
398	cross_398_k3_sapa_b0_005_sresnet20_aconvnet_greedy.sh	3	0.005	sapa	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K3_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
399	cross_399_k3_sapa_b0_005_sresnet20_aresnet20_greedy.sh	3	0.005	sapa	ResNet20BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K3_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
400	cross_400_k3_sapa_b0_005_sresnet20_avgg13_greedy.sh	3	0.005	sapa	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchResNet20BN_K3_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
401	cross_401_k3_sapa_b0_005_svgg13_aconvnet_greedy.sh	3	0.005	sapa	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K3_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
402	cross_402_k3_sapa_b0_005_svgg13_aresnet20_greedy.sh	3	0.005	sapa	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_selarchVGG13BN_K3_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
403	cross_403_k3_sapa_b0_005_svgg13_avgg13_greedy.sh	3	0.005	sapa	VGG13BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_K3_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
404	cross_404_k3_sapa_b0_005_sconvnet_aconvnet_dpp.sh	3	0.005	sapa	ConvNetBN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_K3_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
405	cross_405_k3_sapa_b0_005_sconvnet_aresnet20_dpp.sh	3	0.005	sapa	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K3_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
406	cross_406_k3_sapa_b0_005_sconvnet_avgg13_dpp.sh	3	0.005	sapa	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K3_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
407	cross_407_k3_sapa_b0_005_sresnet20_aconvnet_dpp.sh	3	0.005	sapa	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K3_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
408	cross_408_k3_sapa_b0_005_sresnet20_aresnet20_dpp.sh	3	0.005	sapa	ResNet20BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_K3_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
409	cross_409_k3_sapa_b0_005_sresnet20_avgg13_dpp.sh	3	0.005	sapa	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K3_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
410	cross_410_k3_sapa_b0_005_svgg13_aconvnet_dpp.sh	3	0.005	sapa	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K3_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
411	cross_411_k3_sapa_b0_005_svgg13_aresnet20_dpp.sh	3	0.005	sapa	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K3_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
412	cross_412_k3_sapa_b0_005_svgg13_avgg13_dpp.sh	3	0.005	sapa	VGG13BN	VGG13BN	dpp	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.005_eps8_seed42_lam1_cosine_seldpp2_K3_worst0.05_ce5_tgt50	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.005 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
413	cross_413_k20_sapa_b0_005_sconvnet_aconvnet_random.sh	20	0.005	sapa	ConvNetBN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.005_eps8_seed42_worst0.05_ce5_tgt70	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
414	cross_414_k20_sapa_b0_005_sconvnet_aresnet20_random.sh	20	0.005	sapa	ConvNetBN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.005_eps8_seed42_selarchConvNetBN_worst0.05_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.005 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
